PID,College,Level,Section,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A99999789,Seventh,SR,A21,88.49121946386848,100.0,00:00:00,90.99559999132596,100.0,00:00:00,60.61691169276243,85.0,00:00:00,86.11382623776579,100.0,00:00:00,12.49183238235637,15.0,00:00:00,90.910909153415,100.0,00:00:00,52.07705537741349,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,77.82058354235961,85.0,419:06:41,4.602725597732608,10.0,00:00:00,78.54315427718923,100.0,00:00:00,73.6778280225617,75.0,00:00:00,18.98802647919684,25.0,00:00:00,88.8211660039492,100.0,00:00:00,44.26677674987468,50.0,00:00:00,,10.0,00:00:00,82.73519214605783,100.0,00:00:00,84.0,87.0,00:00:00,419:06:41,20.12980702265608,25,00:00:00,56.19160917184367,75,00:00:00,62.59426554394081,75,00:00:00,8.90748942416012,10,00:00:00,7.089654481081668,10,00:00:00,8.516808879186383,10,00:00:00,9.648161517461585,10,00:00:00,7.648371868429474,10,00:00:00,10.0,10,00:00:00,6.256781300054701,10,00:00:00,9.347508296109794,10,00:00:00,9.09290428933193,10,00:00:00,7.342986101875862,10,00:00:00
A99556503,Warren,SO,A08,100.0,100.0,00:00:00,91.1487143093936,100.0,00:00:00,65.65693302783812,85.0,00:00:00,95.78543054807676,100.0,00:00:00,9.043608728691918,15.0,00:00:00,89.35904172096122,100.0,45:24:46,69.74155960744521,70.0,00:00:00,0.3303205415663917,10.0,00:00:00,39.09224055546277,47.0,00:00:00,85.0,85.0,743:53:39,9.953022454996836,10.0,00:00:00,90.90565332002568,100.0,00:00:00,74.25002965149551,75.0,00:00:00,19.11617825201488,25.0,00:00:00,93.1972455614982,100.0,00:00:00,33.7758672133228,50.0,180:13:15,3.693084968278768,10.0,00:00:00,88.92812046422779,100.0,00:00:00,69.0,87.0,00:00:00,969:31:40,17.729123639518345,25,00:00:00,62.79973567396563,75,00:00:00,68.84871268477467,75,00:00:00,10.0,10,00:00:00,9.40260873463431,10,743:53:39,7.433459869705404,10,00:00:00,9.04353520898211,10,00:00:00,7.429550006723437,10,00:00:00,9.955951029870969,10,00:00:00,9.77596987686279,10,00:00:00,8.651938245622887,10,00:00:00,10.0,10,00:00:00,7.896012148282496,10,00:00:00
A99217669,Warren,SR,A01,76.10920219574832,100.0,00:00:00,36.28038177455469,100.0,00:00:00,55.949826909711376,85.0,00:00:00,89.12871784634447,100.0,00:00:00,12.115755300945874,15.0,00:00:00,89.04168913107628,100.0,46:35:38,54.9686309664417,70.0,00:00:00,,10.0,00:00:00,31.157047766295133,47.0,00:00:00,66.61684933806849,85.0,00:00:00,,10.0,00:00:00,57.49532117570445,100.0,00:00:00,70.35875834847941,75.0,00:00:00,16.772047178271848,25.0,00:00:00,65.60860571363621,100.0,00:00:00,24.38526825833752,50.0,00:00:00,0.0,10.0,00:00:00,80.25809485640487,100.0,00:00:00,79.0,87.0,00:00:00,46:35:38,18.733808453047978,25,00:00:00,52.27663267514039,75,00:00:00,55.18758524662356,75,00:00:00,7.598608881190772,10,00:00:00,9.912453883503366,10,00:00:00,8.423000633663486,10,00:00:00,9.416526984637652,10,00:00:00,9.608350541295522,10,00:00:00,7.931872359315526,10,46:35:38,10.0,10,00:00:00,9.775730590241537,10,46:35:38,6.961964225280214,10,46:35:38,8.785667770570424,10,46:35:38
A99895917,Warren,SR,A30,84.94404920635195,100.0,00:00:00,76.1743985467313,100.0,00:00:00,59.75183206801064,85.0,00:00:00,81.32303964311318,100.0,00:00:00,14.03769537861064,15.0,00:00:00,88.3314938843005,100.0,00:00:00,53.21428696417802,70.0,00:00:00,10.0,10.0,00:00:00,46.77067418320655,47.0,00:00:00,74.93381903896586,85.0,419:06:41,9.962192823846191,10.0,00:00:00,85.10155090665413,100.0,00:00:00,68.67439053355486,75.0,00:00:00,21.05668593917024,25.0,00:00:00,91.45946301637616,100.0,00:00:00,35.27431289032453,50.0,00:00:00,,10.0,00:00:00,93.56382415238524,100.0,00:00:00,75.0,87.0,00:00:00,419:06:41,20.19219638996695,25,00:00:00,54.62049625399178,75,00:00:00,58.65143534811233,75,00:00:00,10.0,10,00:00:00,8.406646518522754,10,00:00:00,9.670126451968962,10,00:00:00,6.972926099605237,10,419:06:41,9.375902648963535,10,00:00:00,7.067442018783268,10,00:00:00,6.471213649475951,10,00:00:00,8.73577753985605,10,00:00:00,7.772309868340644,10,00:00:00,10.0,10,00:00:00
A99853510,Warren,JR,A18,98.36870839104878,100.0,00:00:00,46.67313604336437,100.0,00:00:00,59.46764937371235,85.0,00:00:00,87.39320513082569,100.0,00:00:00,10.287601322283985,15.0,00:00:00,92.72339028018868,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,37.26260401154173,47.0,00:00:00,68.31197528687454,85.0,645:24:50,4.170479893105019,10.0,00:00:00,85.59238225956591,100.0,00:00:00,70.32411768676435,75.0,00:00:00,25.0,25.0,00:00:00,88.50175819131987,100.0,00:00:00,48.22619084977056,50.0,00:00:00,0.2713253572034519,10.0,00:00:00,83.39618942284956,100.0,00:00:00,67.0,87.0,00:00:00,669:12:21,22.13922440283288,25,00:00:00,56.63386278283947,75,00:00:00,60.9304987301125,75,00:00:00,10.0,10,00:00:00,5.493604839047504,10,669:12:21,10.0,10,00:00:00,8.826729426470639,10,00:00:00,4.74774005639349,10,00:00:00,10.0,10,00:00:00,7.087894927494679,10,00:00:00,6.422875494448387,10,00:00:00,10.0,10,00:00:00,9.993031410642873,10,669:12:21
A99031942,Seventh,JR,A13,89.09974545043796,100.0,00:00:00,92.18445948513326,100.0,00:00:00,85.0,85.0,00:00:00,83.4444025449401,100.0,00:00:00,15.0,15.0,00:00:00,93.68588000117138,100.0,42:14:50,58.64323729726877,70.0,00:00:00,9.40925852607216,10.0,00:00:00,35.640133682455584,47.0,00:00:00,66.88524462360641,85.0,00:00:00,3.2396753198032764,10.0,00:00:00,76.48197282374444,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,87.96586026527892,100.0,00:00:00,30.65629563150624,50.0,00:00:00,4.153077941721559,10.0,00:00:00,89.51722693713664,100.0,00:00:00,73.0,87.0,00:00:00,42:14:50,25.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,9.552631677253276,10,00:00:00,9.688598452768025,10,00:00:00,8.102933920986853,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00
A99734921,Muir,JR,A06,93.81216539366518,100.0,00:00:00,66.33905536427251,100.0,00:00:00,50.65652268980938,85.0,00:00:00,91.1496195988061,100.0,00:00:00,13.626200427350058,15.0,00:00:00,36.474836265585786,100.0,35:24:07,59.04321505895236,70.0,00:00:00,8.748192572527703,10.0,00:00:00,32.52041099808667,47.0,00:00:00,69.14339847523676,85.0,00:00:00,,10.0,00:00:00,80.45461075978928,100.0,00:00:00,73.34964322603231,75.0,00:00:00,22.708933919802742,25.0,00:00:00,90.82246983032302,100.0,00:00:00,50.0,50.0,00:00:00,3.3826829938350973,10.0,00:00:00,61.03647821164617,100.0,00:00:00,62.0,87.0,00:00:00,35:24:07,12.091570852704196,25,00:00:00,42.84866059164598,75,00:00:00,48.755444947696766,75,00:00:00,7.712440273376947,10,00:00:00,5.17207733619313,10,00:00:00,5.776782873235622,10,00:00:00,8.651287416953682,10,00:00:00,9.598449329429542,10,00:00:00,10.0,10,00:00:00,7.653041258494775,10,00:00:00,10.0,10,00:00:00,5.588492262972112,10,00:00:00,3.140511391093524,10,00:00:00
A99521785,Muir,SR,A15,85.39272296619245,100.0,00:00:00,89.68613840135802,100.0,00:00:00,77.3752104225875,85.0,00:00:00,98.54100830601531,100.0,00:00:00,15.0,15.0,00:00:00,90.64017197417728,100.0,00:00:00,68.14362358701163,70.0,00:00:00,10.0,10.0,00:00:00,30.879673637001734,47.0,00:00:00,85.0,85.0,383:54:33,10.0,10.0,00:00:00,93.1108594219102,100.0,00:00:00,69.54523913429703,75.0,00:00:00,24.994822679234783,25.0,00:00:00,76.65261958211954,100.0,00:00:00,50.0,50.0,00:00:00,1.8725157003198565,10.0,00:00:00,100.0,100.0,00:00:00,59.0,87.0,00:00:00,383:54:33,22.60205245539195,25,00:00:00,69.79465247403003,75,00:00:00,75.0,75,00:00:00,9.812983016069987,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.898077004583271,10,00:00:00,9.67365310013857,10,00:00:00,9.981634702684106,10,00:00:00,10.0,10,383:54:33,10.0,10,00:00:00
A99467853,Revelle,SR,A14,,100.0,00:00:00,,100.0,00:00:00,,85.0,00:00:00,,100.0,00:00:00,,15.0,00:00:00,,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,,47.0,00:00:00,,85.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,75.0,00:00:00,,25.0,00:00:00,,100.0,00:00:00,,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,87.0,00:00:00,00:00:00,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00
A99787420,ERC,SR,A02,98.11311452778196,100.0,00:00:00,92.68340694840704,100.0,00:00:00,69.36597668146486,85.0,00:00:00,99.16175847245458,100.0,00:00:00,14.72024949539393,15.0,00:00:00,1.55666528446205,100.0,39:32:29,32.84562977078445,70.0,00:01:19,10.0,10.0,00:04:59,33.64829938273541,47.0,00:00:00,58.981647368183,85.0,00:00:00,8.808609907568853,10.0,00:00:00,97.43787061516846,100.0,00:01:44,72.52298496885732,75.0,00:00:00,14.56565273389249,25.0,00:00:00,69.47416110173936,100.0,00:02:18,39.80593927058421,50.0,00:02:35,1.142197046434398,10.0,00:00:00,100.0,100.0,00:00:00,71.0,87.0,00:00:00,53:03:32,21.02008280405912,25,00:00:00,64.90330532490643,75,00:00:00,71.04540034970091,75,00:00:00,10.0,10,00:01:19,10.0,10,39:32:29,10.0,10,00:00:00,10.0,10,00:00:00,8.812694579623876,10,39:32:29,8.690334572562797,10,00:01:19,9.90187405604404,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99612659,Seventh,JR,A10,86.96038542643525,100.0,00:00:00,93.7290134750699,100.0,00:00:00,84.40085960210345,85.0,00:00:00,85.80492045991268,100.0,00:00:00,15.0,15.0,00:00:00,84.33061382951676,100.0,00:00:00,66.26373799463289,70.0,00:00:00,10.0,10.0,00:00:00,45.78957346355362,47.0,00:00:00,79.03288906566621,85.0,00:00:00,10.0,10.0,00:00:00,87.21192785240468,100.0,00:00:00,69.01364549634413,75.0,00:00:00,24.33291413889537,25.0,00:00:00,83.97953339147791,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,96.60624049709564,100.0,00:00:00,83.0,87.0,00:00:00,00:00:00,22.55694419360458,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,9.123572428216878,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.782756946403754,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.755698233655252,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.899815358334871,10,00:00:00
A99058806,Warren,SO,A05,78.5981596755005,100.0,00:00:00,97.267020649909,100.0,00:00:00,74.24274312976587,85.0,00:00:00,100.0,100.0,00:00:00,13.620378945044576,15.0,00:00:00,92.3070466424984,100.0,00:00:00,52.61062280191364,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,77.76017437045644,85.0,00:00:00,9.686836998921876,10.0,00:00:00,74.94038669365413,100.0,00:00:00,74.59746973150662,75.0,00:00:00,25.0,25.0,00:00:00,78.56651594582182,100.0,00:00:00,49.3046435311653,50.0,00:00:00,1.7416482989207551,10.0,00:00:00,99.03389515043848,100.0,00:00:00,86.0,87.0,00:00:00,00:00:00,24.01107524592032,25,00:00:00,71.08403344128415,75,00:00:00,72.0642658999793,75,00:00:00,8.668768260912053,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.44363893065033,10,00:00:00,10.0,10,00:00:00,9.286508316981624,10,00:00:00,10.0,10,00:00:00,9.71435714244952,10,00:00:00,9.926673992873807,10,00:00:00,9.165646798897969,10,00:00:00
A99654188,Eighth,JR,A12,73.22758722733543,100.0,00:00:00,55.62426169710344,100.0,00:00:00,37.88377884757161,85.0,00:00:00,78.89189811232778,100.0,00:00:00,15.0,15.0,00:00:00,85.50530540363964,100.0,00:00:00,53.20159588615184,70.0,00:00:00,,10.0,00:00:00,40.21510459782269,47.0,00:00:00,55.02988105520379,85.0,00:00:00,,10.0,00:00:00,87.20388940830777,100.0,00:00:00,72.01169336991178,75.0,00:00:00,12.53107095616912,25.0,00:00:00,29.008999577262564,100.0,00:00:00,50.0,50.0,00:00:00,7.0541469344517616,10.0,00:00:00,67.58497665626855,100.0,00:00:00,72.0,87.0,00:00:00,00:00:00,12.752158124623556,25,00:00:00,30.32713221556097,75,00:00:00,34.17993619619387,75,00:00:00,6.068710924283117,10,00:00:00,4.870335237590734,10,00:00:00,3.9940882266388993,10,00:00:00,5.660292294647403,10,00:00:00,4.642942378951473,10,00:00:00,5.913207361533849,10,00:00:00,6.692847425110297,10,00:00:00,9.08467238716513,10,00:00:00,7.159178092757683,10,00:00:00,6.282515115263446,10,00:00:00
A99393779,Warren,JR,A15,100.0,100.0,00:00:00,85.73957901262786,100.0,00:00:00,54.99414379990807,85.0,00:00:00,87.03811127958426,100.0,00:00:00,15.0,15.0,00:00:00,94.29992353389244,100.0,46:30:58,70.0,70.0,00:00:00,10.0,10.0,00:00:00,41.97850067687624,47.0,00:00:00,64.44016005244116,85.0,441:29:10,10.0,10.0,00:00:00,78.98523712670661,100.0,00:00:00,64.80576438542973,75.0,00:00:00,25.0,25.0,00:00:00,,100.0,00:00:00,47.77450861051697,50.0,00:00:00,4.374579108396568,10.0,00:00:00,93.14253027425508,100.0,00:00:00,55.0,87.0,00:00:00,717:23:05,15.384565613845815,25,00:00:00,51.429286405867714,75,00:00:00,59.28451192467234,75,441:29:10,9.30774013796568,10,00:00:00,8.712201066802049,10,00:00:00,8.686601117446695,10,00:00:00,10.0,10,00:00:00,8.39864815293389,10,00:00:00,10.0,10,00:00:00,9.729362298117248,10,00:00:00,8.871134803391215,10,00:00:00,5.608395421685786,10,00:00:00,7.713354190048054,10,00:00:00
A99916894,Muir,JR,A01,86.40724112307957,100.0,00:00:00,87.16910284099487,100.0,00:00:00,55.796015045322335,85.0,00:00:00,81.39451324040452,100.0,00:00:00,14.26246417397982,15.0,00:00:00,92.59338492600249,100.0,45:17:14,64.00958349323585,70.0,00:00:00,10.0,10.0,00:00:00,40.52312799431168,47.0,00:00:00,63.98026517917414,85.0,00:00:00,10.0,10.0,00:00:00,89.05506803485693,100.0,00:00:00,72.37468282380009,75.0,00:00:00,20.906685424742143,25.0,00:00:00,78.79320807488403,100.0,00:00:00,30.974042614437224,50.0,00:01:22,4.110427238162389,10.0,00:00:00,97.11804911420808,100.0,00:00:00,61.0,87.0,00:00:00,63:28:47,13.231991291355,25,00:00:00,49.43810820535968,75,00:00:00,54.911049277777806,75,00:00:00,8.5884018213243,10,00:00:00,8.368129247612993,10,00:00:00,8.443680807975456,10,00:00:00,10.0,10,00:00:00,8.219182497189955,10,00:00:00,8.239597743755752,10,63:28:47,8.124086928909104,10,00:00:00,8.393779702695896,10,63:28:47,8.884884200904656,10,00:00:00,10.0,10,45:17:14
A99773945,Marshall,JR,A10,80.15541579851148,100.0,00:00:00,92.70032472580549,100.0,00:00:00,66.0503195436992,85.0,00:00:00,95.61164340449189,100.0,00:00:00,15.0,15.0,00:00:00,83.47193412344448,100.0,44:40:07,68.76325294688701,70.0,00:00:00,8.866001121456934,10.0,00:00:00,41.96760020306551,47.0,00:00:00,44.79564588747527,85.0,00:00:00,7.745038552734817,10.0,00:00:00,92.4600852859749,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,89.63378405332939,100.0,00:00:00,36.34750535622095,50.0,00:00:00,1.09147356379385,10.0,00:00:00,91.23375733644968,100.0,00:00:00,77.0,87.0,00:00:00,373:14:01,20.776580341908545,25,00:00:00,54.32931200682301,75,00:00:00,60.948475497589264,75,00:00:00,8.451450204246889,10,00:00:00,8.37739780010463,10,00:00:00,8.542781710558652,10,00:00:00,9.0980579541293,10,00:00:00,9.597014122151435,10,00:00:00,9.894745465929434,10,00:00:00,10.0,10,00:00:00,7.590765309654506,10,00:00:00,10.0,10,00:00:00,9.825986161631992,10,00:00:00
A99396393,Eighth,JR,A15,51.39891404238762,100.0,00:00:38,80.23254229049282,100.0,00:00:00,85.0,85.0,00:00:00,92.8993327611994,100.0,00:00:00,15.0,15.0,00:00:00,67.19240823156146,100.0,00:00:00,58.93961245995085,70.0,00:00:00,10.0,10.0,00:00:00,27.6283070209315,47.0,00:00:00,67.55623534349283,85.0,00:00:00,10.0,10.0,00:00:00,98.36932334202776,100.0,00:00:00,56.24426680519143,75.0,00:00:00,18.123622994244144,25.0,00:00:00,87.12869909039343,100.0,00:00:00,48.84011491811306,50.0,00:00:00,6.957143839687809,10.0,00:00:00,86.54631627234872,100.0,00:00:00,74.0,87.0,00:00:00,00:00:38,25.0,25,00:00:00,75.0,75,00:00:38,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.333178745752008,10,00:00:00,9.522430808799813,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99314089,Sixth,JR,A23,95.99354891090638,100.0,00:00:00,100.0,100.0,00:00:00,77.0793134757838,85.0,00:00:00,91.08078403416594,100.0,00:00:00,10.733112398065334,15.0,00:00:00,89.33869139042382,100.0,24:38:32,68.88241492514665,70.0,00:00:00,10.0,10.0,00:00:00,36.52808968247956,47.0,00:00:00,85.0,85.0,00:00:00,7.623953765537598,10.0,00:00:00,96.049844567755,100.0,00:00:00,75.0,75.0,00:00:00,21.65823580522378,25.0,00:00:00,99.65482121423278,100.0,405:37:42,46.37764086295754,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,75.0,87.0,00:00:00,430:16:14,22.795239142082465,25,00:00:00,72.52833504599467,75,00:00:00,75.0,75,00:00:00,9.88784796515336,10,00:00:00,8.575030807625383,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,6.1941610266673,10,00:00:00,9.15594640344828,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99156116,Revelle,JR,A04,91.7386109987014,100.0,00:00:00,60.310732761571394,100.0,00:00:00,49.89578508821883,85.0,00:00:00,84.43482569547447,100.0,00:00:00,1.2191732810473073,15.0,00:00:00,96.58938171099932,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,41.82609081560946,47.0,00:00:00,64.193678362036,85.0,645:24:50,7.1531094763014,10.0,00:00:00,91.3409247167482,100.0,00:00:00,67.89722975541407,75.0,00:00:00,24.83285818213064,25.0,00:00:00,97.34701888524494,100.0,00:00:00,45.94633749395253,50.0,00:00:00,3.4648680186816443,10.0,00:00:00,88.58556221904094,100.0,00:00:00,62.0,87.0,00:00:00,669:12:21,16.35229550115342,25,00:00:00,50.19417786011229,75,00:00:00,51.64781247935524,75,00:00:00,6.802589369412178,10,00:00:00,5.438300043749287,10,00:00:00,8.079438516777817,10,00:00:00,5.7663492450518,10,00:00:00,6.807454167515962,10,00:00:00,8.332028236501777,10,00:00:00,6.847698649780407,10,00:00:00,9.551709526066468,10,00:00:00,5.900550965484084,10,00:00:00,6.823425107413875,10,00:00:00
A99293363,Warren,SR,A02,94.7394403631922,100.0,00:00:00,83.56122279088558,100.0,00:00:00,71.16568687585449,85.0,00:00:00,94.74338790414085,100.0,00:00:00,15.0,15.0,00:00:00,92.50524662878928,100.0,00:00:00,69.65165716928524,70.0,00:00:00,0.0,10.0,00:00:00,46.06031478998224,47.0,00:00:00,68.50247471374638,85.0,00:00:00,1.9887052895125683,10.0,00:00:00,85.24569872371912,100.0,00:00:00,59.4477520920905,75.0,00:00:00,25.0,25.0,00:00:00,83.12687596270499,100.0,00:00:00,47.3982006866212,50.0,00:00:00,6.030324564974441,10.0,00:00:00,93.19926570549951,100.0,00:00:00,73.0,87.0,00:00:00,00:00:00,21.343655184321968,25,00:00:00,64.13797839314341,75,00:00:00,72.8395767393102,75,00:00:00,10.0,10,00:00:00,7.87699472360142,10,00:00:00,10.0,10,00:00:00,7.752497528132803,10,00:00:00,9.628017728707514,10,00:00:00,9.308309472040566,10,00:00:00,7.610817322145983,10,00:00:00,9.796305443888825,10,00:00:00,10.0,10,00:00:00,9.27967169298286,10,00:00:00
A99060338,ERC,SR,A09,100.0,100.0,00:00:00,78.86825075645828,100.0,00:00:00,60.10870369285294,85.0,00:00:00,67.67783654521088,100.0,00:00:00,15.0,15.0,00:00:00,84.33077360593882,100.0,46:48:38,59.892839585421314,70.0,00:00:00,1.163074303757178,10.0,00:00:00,43.72604698927284,47.0,00:00:00,72.30656259877466,85.0,00:00:00,10.0,10.0,00:00:00,96.1131261738571,100.0,00:00:00,71.12972381260334,75.0,00:00:00,23.503066188411687,25.0,00:00:00,,100.0,00:00:00,47.10098316997684,50.0,00:00:00,0.0,10.0,00:00:00,80.23483672186839,100.0,00:00:00,71.0,87.0,00:00:00,46:51:36,16.769596984319506,25,46:51:36,57.55255236261743,75,00:00:00,63.881022402168334,75,00:00:00,10.0,10,00:00:00,7.703631588550784,10,00:00:00,8.753781278582021,10,00:00:00,8.953177382992717,10,00:00:00,9.15009285149591,10,46:48:38,10.0,10,00:00:00,8.00173158420918,10,00:00:00,8.077622631282463,10,00:00:00,8.44230860675281,10,46:51:36,10.0,10,46:51:36
A99587120,Sixth,JR,A27,99.39813857824824,100.0,00:00:00,74.71351904615673,100.0,00:00:00,74.84265473023089,85.0,00:00:00,76.36617728199835,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,47:13:39,40.55911834205531,70.0,00:00:00,,10.0,00:00:00,38.60414069879072,47.0,00:00:00,46.96064965995838,85.0,00:00:00,,10.0,00:00:00,93.85198003706977,100.0,00:00:00,64.52360857184227,75.0,00:00:00,25.0,25.0,00:00:00,37.43212954189032,100.0,00:00:00,44.24067325095684,50.0,00:00:00,0.889098029548325,10.0,00:00:00,84.03349559600746,100.0,00:00:00,82.0,87.0,00:00:00,47:13:39,20.482619929003203,25,00:00:00,69.12770160844214,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.174575149419129,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.504693417573304,10,00:00:00
A99659593,ERC,SR,A08,81.67277538928377,100.0,00:00:00,97.5102940835543,100.0,00:00:00,70.20758454579085,85.0,00:00:00,80.09256096611018,100.0,268:26:07,15.0,15.0,00:00:00,83.1986225649827,100.0,00:00:00,68.30203657888777,70.0,00:00:00,9.271746882374158,10.0,00:00:00,45.56783551672166,47.0,00:00:00,78.48745179115176,85.0,00:00:00,10.0,10.0,00:00:00,80.93373786033095,100.0,434:14:10,75.0,75.0,00:00:00,25.0,25.0,00:00:00,91.1873588663107,100.0,00:00:00,37.80711923225324,50.0,00:00:00,0.786034788211585,10.0,00:00:00,94.21953291198592,100.0,00:00:00,72.0,87.0,00:00:00,702:40:17,22.368521292982606,25,00:00:00,67.56696533739036,75,00:00:00,72.41353403108417,75,00:00:00,9.534139793665505,10,00:00:00,8.962240639997455,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.887460193763337,10,00:00:00,9.306303462561374,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99589063,Warren,SR,A30,80.98429436474933,100.0,00:00:00,,100.0,00:00:00,72.87041346704194,85.0,00:00:00,52.31485560150991,100.0,00:00:00,15.0,15.0,00:00:00,21.343513458036483,100.0,42:18:27,37.55157840286304,70.0,00:00:00,,10.0,00:00:00,37.89718321639246,47.0,00:00:00,50.58410792785347,85.0,00:00:00,,10.0,00:00:00,98.32691866578274,100.0,416:19:19,61.6401460903504,75.0,00:00:00,17.779716831160666,25.0,00:00:00,58.27231418647432,100.0,00:00:00,28.73414338636146,50.0,00:00:00,,10.0,00:00:00,76.91624807079248,100.0,00:00:00,67.0,87.0,00:00:00,458:37:46,22.596071165207704,25,00:00:00,63.07933373888006,75,00:00:00,67.60496514048309,75,42:18:27,10.0,10,00:00:00,10.0,10,42:18:27,9.954074987628289,10,416:19:19,10.0,10,00:00:00,6.859761507985326,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
