inspection_id,violation,major_violation,status,violation_text,correction_type_link,violation_accela,link
6410095,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7079554,"Proper Eating, Tasting, Drinking, or Tobacco Use",N,Out of Compliance - Minor,"Proper Eating, Tasting, Drinking, or Tobacco Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor04.html,"4. Proper eating, tasting, drinking or tobacco use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor04.html
7079554,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7079554,"Food in Good Condition, Safe and Unadulterated",N,Out of Compliance - Minor,"Food in Good Condition, Safe and Unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html,"13. Food in good condition, safe & unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html
6868779,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6868779,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6868779,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
6868779,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6868779,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6616777,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6616777,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6430631,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6430631,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6430631,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6430632,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6233545,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6233545,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6233545,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6233545,Fruits and Vegetables Washed,N,Out of Compliance,Fruits and Vegetables Washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html,28. Fruits & vegetables washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html
6233545,Food Properly Labeled & Honestly Presented,N,Out of Compliance,Food Properly Labeled & Honestly Presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html,32. Food properly labeled & honestly presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html
6233545,Thermometers,N,Out of Compliance,Thermometers,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html,"39. Thermometers -provided, accurate",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html
7047061,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7047061,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
7047061,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6874308,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6874308,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6874308,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6874308,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6620130,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6620130,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6620130,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6620130,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6347560,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6938507,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6938507,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6919673,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6788035,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6788035,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6788035,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6788035,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6788035,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6347423,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6347423,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6347423,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6347423,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6347423,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
7308103,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7308103,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
7308103,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7308103,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
7308103,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
7308103,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
7016775,Handwashing,Y,Out of Compliance - Major,Handwashing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html,5. Hands clean & properly washed; gloves used properly,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major05.html
7016775,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7016775,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
7016775,"Food in Good Condition, Safe and Unadulterated",N,Out of Compliance - Minor,"Food in Good Condition, Safe and Unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html,"13. Food in good condition, safe & unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html
7016775,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
7016775,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7016775,Thawing Methods,N,Out of Compliance,Thawing Methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html,"26. Approved thawing methods used, frozen food",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html
7016775,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
7016775,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
7016775,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6779403,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6779403,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6779403,Thawing Methods,N,Out of Compliance,Thawing Methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html,"26. Approved thawing methods used, frozen food",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html
6779403,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6779403,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6620065,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6620065,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
6620065,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6620065,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6620065,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6347427,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6347427,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6875077,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6875077,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6636076,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6636076,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6636076,Food Properly Labeled & Honestly Presented,N,Out of Compliance,Food Properly Labeled & Honestly Presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html,32. Food properly labeled & honestly presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html
6636076,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6376757,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6376757,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
7085562,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
7085562,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6785181,Garbage and Refuse,N,Out of Compliance,Garbage and Refuse,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp42.html,"42. Garbage & refuse - properly disposed, facilities maintained",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp42.html
7290926,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7295116,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7058269,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7058269,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7058269,Food Contact Surfaces,Y,Out of Compliance - Major,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major14.html
7058269,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6818650,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6437469,Food Storage,N,Out of Compliance,Food Storage,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html,30. Food storage; food storage containers identified,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp30.html
6180965,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7058285,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7058285,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
7058285,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6585047,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7044364,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
7044364,Shellfish Tags,Y,Out of Compliance - Major,Shellfish Tags,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major16.html,"16. Compliance with shell stock tags, condition, display",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major16.html
7044364,Approved Procedures,Y,Out of Compliance - Major,Approved Procedures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html,18. Compliance with,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html
6770692,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6770692,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6770692,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6238171,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6238171,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
