business_id,name,business_type,address,city,zip,phone,status,lat,long,opened_date,distance
211986848514,CARGO CAFE,Restaurant Food Facility,"9191 TOWNE CENTER DR, SUITE# 175, SAN DIEGO, CA 92122-1225",SAN DIEGO,92122-1225,858-945-8376,Permit Renewed,32.8733229,-117.2062506,2019-08-16,1.68
211992723663,CANTEEN COMPASS GROUP-ALTHEA,Pre-Packaged Retail Market,"11040 ROSELLE ST, SAN DIEGO, CA 92121-1205",SAN DIEGO,92121-1205,619-527-1900,Permit Renewed,32.9043249,-117.2298388,2015-08-19,1.69
211980113941,FARMER & THE SEAHORSE,Restaurant Food Facility,"10996 TORREYANA RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-260-5400,Permit Renewed,32.9043269,-117.2394305,2013-08-20,1.70
211967902123,CANTEEN COMPASS GROUP - NUVASIVE 7475,Pre-Packaged Retail Market,"7475 LUSK BLVD, SAN DIEGO, CA 92121-5707",SAN DIEGO,92121-5707,619-527-1900,Permit Renewed,32.9005949,-117.2173168,2019-04-03,1.72
211979023330,CITY TACOS,Restaurant Food Facility,"11045 ROSELLE ST, SAN DIEGO, CA 92121-1299",SAN DIEGO,92121-1299,619-482-6613,Permit Renewed,32.9044068,-117.2278802,2019-05-06,1.72
211899047496,CONGREGATION BETH ISRAEL,Restaurant Food Facility,"9001 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-535-1111,Permit Renewed,32.8709336,-117.2063734,2002-05-05,1.72
211900803805,EUREST DINING SERVICES AT NUVASIVE,Restaurant Food Facility,"7475 LUSK BLVD, SAN DIEGO, CA 92121-5707",SAN DIEGO,92121-5707,704-328-5521,Permit Renewed,32.9005949,-117.2173168,2019-10-09,1.72
211927295442,NUVASIVE EAST,Pre-Packaged Retail Market,"7473 LUSK BLVD, SAN DIEGO, CA 92121-5707",SAN DIEGO,92121-5707,619-527-1900,Permit Renewed,32.9005949,-117.2173168,2022-01-26,1.72
211910108834,CAFE CALIFORNIA POPPY,Restaurant Food Facility,"11120 ROSELLE ST, SUITE# J, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-531-4471,Issued,32.9049409,-117.2306539,2023-01-25,1.73
211994403207,CANTEEN - FOUNDATION,Pre-Packaged Retail Market,"11010 TORREYANA RD, SAN DIEGO, CA 92121-1103",SAN DIEGO,92121-1103,619-527-1900,Permit Renewed,32.9053483,-117.2365985,2021-09-21,1.75
211929645085,HEALTHPEAK CAFE,Restaurant Food Facility,"4930 DIRECTORS PL, SAN DIEGO, CA 92121-3828",SAN DIEGO,92121-3828,949-407-0700,Issued,32.8955182,-117.210151,2021-12-23,1.75
211980665670,LPL FINANCIAL,Restaurant Food Facility,"4707 EXECUTIVE DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,704-328-5521,Issued,32.8760408,-117.2037507,2023-02-08,1.78
211995606883,COME ON IN CAFE,Restaurant Food Facility,"11011 - 11025 N TORREY PINES RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-412-6135,Permit Renewed,32.9056986,-117.2416557,2015-05-04,1.82
211901447087,CANTEEN COMPASS GROUP - ILLUMNIA BUILDING C,Pre-Packaged Retail Market,"4795 EXECUTIVE DR, SAN DIEGO, CA 92121-3091",SAN DIEGO,92121-3091,619-527-1900,Permit Renewed,32.8757966,-117.2028406,2018-02-08,1.83
211979092584,CANTEEN COMPASS GROUP ILLUMINA BUILDING A,Pre-Packaged Retail Market,"4795 EXECUTIVE DR, SAN DIEGO, CA 92121-3091",SAN DIEGO,92121-3091,619-527-1900,Permit Renewed,32.8757966,-117.2028406,2017-09-29,1.83
211918479655,CANTEEN COMPASS GROUP ILLUMINA BUILDING B,Pre-Packaged Retail Market,"4795 EXECUTIVE DR, SAN DIEGO, CA 92121-3091",SAN DIEGO,92121-3091,619-527-1900,Permit Renewed,32.8757966,-117.2028406,2017-09-27,1.83
211987904687,I3 ILLUMINIA EMPLOYEE CAFETERIA,Restaurant Food Facility,"4795 EXECUTIVE DR, SAN DIEGO, CA 92121-3091",SAN DIEGO,92121-3091,858-202-4500,Permit Renewed,32.8757966,-117.2028406,2016-10-19,1.83
211898989583,AMARDEEN,Restaurant Food Facility,"8915 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-404-1395,Permit Renewed,32.8673976,-117.2061857,2012-07-26,1.84
211919144839,CHICAGO FIRE GRILL,Restaurant Food Facility,"8935 TOWNE CENTRE DR, SUITE# 109, SAN DIEGO, CA 92122-5610",SAN DIEGO,92122-5610,858-622-0224,Permit Renewed,32.8673976,-117.2061857,2016-08-05,1.84
211901888090,COTE D AZUR,Restaurant Food Facility,"8935 TOWNE CENTRE DR, SUITE# 110, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,619-510-1234,Permit Renewed,32.8673976,-117.2061857,2020-05-07,1.84
211899113770,CVS PHARMACY #3942,Pre-Packaged Retail Market,"8915 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,401-770-3315,Permit Renewed,32.8673976,-117.2061857,2009-06-17,1.84
211978964425,DING TEA,Low Risk Food Facility,"8895 - 8935 TOWNE CENTRE DR, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,714-383-5269,Permit Renewed,32.8673976,-117.2061857,2018-12-06,1.84
211918524257,EVERYTABLE,Pre-Packaged Retail Market,"8915 TOWNE CENTRE DR, UNIT# 112, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,818-927-1517,Issued,32.8673976,-117.2061857,2022-12-28,1.84
211919785754,MOCHINUT,Restaurant Food Facility,"8895 TOWNE CENTRE DR, SUITE# 109, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,626-361-8627,Issued,32.8673976,-117.2061857,2021-03-05,1.84
211972941972,NOBEL PIZZERIA,Restaurant Food Facility,"8935 TOWNE CENTRE DR 101, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,619-888-8876,Permit Renewed,32.8673976,-117.2061857,2019-04-04,1.84
211940905105,PEETS COFFEE RENAISSANCE TOWNE CENTRE,Low Risk Food Facility,"8905 TOWNE CENTRE DR, SUITE# 108, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,845-356-8390,Permit Renewed,32.8673976,-117.2061857,2018-06-27,1.84
211898215887,RUBIOS FRESH MEXICAN GRILL #10,Restaurant Food Facility,"8935 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-453-1666,Permit Renewed,32.8673976,-117.2061857,2002-05-05,1.84
211927054526,STAR ANISE THAI CUISINE,Restaurant Food Facility,"8935 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-535-1668,Permit Renewed,32.8673976,-117.2061857,2019-04-02,1.84
211908489435,TASTE OF HIMALAYAS,Restaurant Food Facility,"8895 TOWNE CENTRE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-886-7990,Permit Renewed,32.8673976,-117.2061857,2018-06-01,1.84
211933283706,URBN SUSHI,Restaurant Food Facility,"8895 - 8935 TOWNE CENTRE DR, SAN DIEGO, CA 92122-5542",SAN DIEGO,92122-5542,760-505-6783,Permit Renewed,32.8673976,-117.2061857,2020-04-15,1.84
211924429600,VITALITY BOWLS,Restaurant Food Facility,"8935 TOWNE CENTRE DR, SUITE# 107, SAN DIEGO, CA 92122-5610",SAN DIEGO,92122-5610,858-412-4891,Permit Renewed,32.8673976,-117.2061857,2016-08-09,1.84
211965620271,WHICH WICH SUPERIOR SANDWICHES,Restaurant Food Facility,"8935 TOWNE CENTRE DR 103, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-774-3089,Permit Renewed,32.8673976,-117.2061857,2021-06-30,1.84
211898685423,CROSSROADS DELI,Restaurant Food Facility,"9085 JUDICIAL DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,619-602-3183,Permit Renewed,32.8723254,-117.2027748,2011-11-04,1.89
211974654263,THE PARK COMMONS,Restaurant Food Facility,"9645 SCRANTON RD, SUITE# 155, SAN DIEGO, CA 92121-1754",SAN DIEGO,92121-1754,858-365-0061,Permit Renewed,32.8925298,-117.2040187,2018-05-08,1.94
211936881435,CHICK-FIL-A,Restaurant Food Facility,"9370 SCRANTON RD, SAN DIEGO, CA 92121-7704",SAN DIEGO,92121-7704,770-598-5332,Permit Renewed,32.8914722,-117.2030296,2016-07-11,1.96
211899113584,MCDONALDS #11180,Restaurant Food Facility,"9440 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-505-9361,Permit Renewed,32.8929517,-117.2032328,2002-05-05,1.99
211921853394,BON APPETIT AT ILLUMINA - BLDG 6,Restaurant Food Facility,"5200 ILLUMINA WAY, BLDG# 6, SAN DIEGO, CA 92122-4616",SAN DIEGO,92122-4616,408-206-0237,Permit Renewed,32.873293,-117.2004193,2017-10-06,2.00
211990215915,CALIFORNIA ENGLISH,Restaurant Food Facility,"9276 SCRANTON RD, SUITE# 150, SAN DIEGO, CA 92121",SAN DIEGO,92121,714-470-4635,Issued,32.8918087,-117.2024148,2021-12-03,2.00
211923573217,CORNER OFFICE PIZZA & CRAFT BAR,Restaurant Food Facility,"9450 - 9450 SCRANTON RD, SUITE# 116, SAN DIEGO, CA 92121-4741",SAN DIEGO,92121-4741,714-420-3456,Issued,32.8935742,-117.2035163,2022-07-18,2.00
211969362148,COXINHA STORE-HOUSE OF GOLDEN BITES,Restaurant Food Facility,"9450 SCRANTON RD, SAN DIEGO, CA 92121-4741",SAN DIEGO,92121-4741,619-400-9284,Issued,32.8935742,-117.2035163,2023-06-26,2.00
211966506884,DOT AND DOUGH FIKA FIKA CREAMERY,Restaurant Food Facility,"9450 SCRANTON RD, SUITE# 114A, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-254-1604,Issued,32.8935742,-117.2035163,2022-06-24,2.00
211898702381,FIESTA MEXICAN GRILLE,Restaurant Food Facility,"9450 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-457-4148,Permit Renewed,32.8935742,-117.2035163,2002-05-05,2.00
211950024269,IKES LOVE AND SANDWICHES,Restaurant Food Facility,"9430 SCRANTON RD, SUITE# 104, SAN DIEGO, CA 92121-4741",SAN DIEGO,92121-4741,408-505-8709,Permit Renewed,32.8935742,-117.2035163,2022-04-11,2.00
211899388802,SITAR INDIAN CUSINE INC,Restaurant Food Facility,"9450 SCRANTON RD, SUITE# 114C, SAN DIEGO, CA 92121-4743",SAN DIEGO,92121-4743,858-535-1941,Permit Renewed,32.8935742,-117.2035163,2003-07-17,2.00
211898413803,THE FLAME BROILER,Restaurant Food Facility,"9450 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-442-9797,Permit Renewed,32.8935742,-117.2035163,2008-10-08,2.00
211936446553,BBQ CHICKEN SORRENTO,Restaurant Food Facility,"9254 SCRANTON RD, SUITE# 106, SAN DIEGO, CA 92121-7712",SAN DIEGO,92121-7712,858-663-6065,Issued,32.8908282,-117.2016163,2022-11-14,2.02
211917063591,BON APPETIT AT ILLUMINA - BLDG 2,Restaurant Food Facility,"5200 ILLUMINA WAY, BLDG# 2, SAN DIEGO, CA 92122-4616",SAN DIEGO,92122-4616,650-798-8010,Permit Renewed,32.8704832,-117.2011912,2017-10-06,2.02
211916294432,BON APPETIT AT ILLUMINA - HQ,Low Risk Food Facility,"5200 ILLUMINA WAY, SAN DIEGO, CA 92122-4616",SAN DIEGO,92122-4616,408-206-0237,Permit Renewed,32.8704832,-117.2011912,2017-10-06,2.02
211920938307,CANTEEN COMPASS GROUP-VERIZON,Pre-Packaged Retail Market,"9868 SCRANTON RD, SAN DIEGO, CA 92121-7712",SAN DIEGO,92121-7712,619-527-1900,Permit Renewed,32.8908995,-117.2015722,2016-01-22,2.02
211969684185,CARGO CAFE,Restaurant Food Facility,"10770 WATERIDGE CIR, SUITE# A, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-945-8376,Permit Renewed,32.8999748,-117.2085498,2021-09-20,2.02
211899136490,CROUTONS,Restaurant Food Facility,"9254 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-457-5955,Permit Renewed,32.8908995,-117.2015722,2007-09-21,2.02
211936631975,MIRCH MASALA 2 GO LLC,Restaurant Food Facility,"9254 SCRANTON RD, SUITE# 102, SAN DIEGO, CA 92121",SAN DIEGO,92121,619-930-0005,Permit Renewed,32.8908282,-117.2016163,2022-05-31,2.02
211983671684,MOMENT SUSHI,Restaurant Food Facility,"9254 SCRANTON RD, SUITE# 101, SAN DIEGO, CA 92121-7712",SAN DIEGO,92121-7712,213-448-1413,Permit Renewed,32.8908282,-117.2016163,2021-07-27,2.02
211898685591,RUBIOS FRESH MEXICAN GRILL,Restaurant Food Facility,"9254 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-678-0611,Permit Renewed,32.8908995,-117.2015722,2007-10-04,2.02
211956346492,CANTEEN COMPASS GROUP - DEXCOM 5,Pre-Packaged Retail Market,"5375 MIRA SORRENTO PL, SAN DIEGO, CA 92121",SAN DIEGO,92121,619-527-1900,Permit Renewed,32.8942453,-117.2031622,2018-10-15,2.04
211909378608,DEXCOM TOWERS 2ND FLOOR,Pre-Packaged Retail Market,"5375 MIRA SORRENTO PL, SAN DIEGO, CA 92121-3803",SAN DIEGO,92121-3803,619-527-1900,Permit Renewed,32.8942453,-117.2031622,2021-10-01,2.04
211932822871,DEXCOM TOWERS 4TH FLOOR,Pre-Packaged Retail Market,"5375 MIRA SORRENTO PL, SAN DIEGO, CA 92121-3803",SAN DIEGO,92121-3803,619-527-1900,Permit Renewed,32.8942453,-117.2031622,2021-10-01,2.04
211938645620,DARU INDIAN GASTROPUB,Restaurant Food Facility,"9430 SCRANTON RD, SUITE# 101, SAN DIEGO, CA 92121-1754",SAN DIEGO,92121-1754,929-400-3128,Issued,32.8932001,-117.2022086,2021-05-10,2.06
211960987517,GRATER GRILLED CHEESE,Restaurant Food Facility,"9420 SCRANTON RD, SUITE# 114I, SAN DIEGO, CA 92121-1754",SAN DIEGO,92121-1754,858-334-3885,Issued,32.8932001,-117.2022086,2022-01-21,2.06
211898556103,S D COURTYARD BY MARRIOTT,Restaurant Food Facility,"9650 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,714-979-2333,Permit Renewed,32.8956799,-117.2035977,2002-05-05,2.07
211948877538,ALEXANDRIA REAL ESTATE EQUITIES INC,Restaurant Food Facility,"9605 SCRANTON RD, SAN DIEGO, CA 92121-1756",SAN DIEGO,92121-1756,858-638-2800,Permit Renewed,32.8939839,-117.2019554,2020-09-04,2.09
211898770322,AMERICANA CAR WASH,Pre-Packaged Retail Market,"9510 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-587-2778,Permit Renewed,32.8939839,-117.2019554,2002-05-05,2.09
211948689206,THAI TEST KITCHEN,Restaurant Food Facility,"10184 TELESIS CT, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-263-4189,Issued,32.9022069,-117.2093958,2023-05-09,2.09
211938088844,BRAIN CORP CAFE,Restaurant Food Facility,"10182 TELESIS CT, SUITE# 100, SAN DIEGO, CA 92121-4777",SAN DIEGO,92121-4777,858-689-7600,Permit Renewed,32.9027975,-117.2091526,2018-11-06,2.13
211899389049,LA JOLLA NURSING & REHABILITATION CENTER,Licensed Health Care Facility,"2552 TORREY PINES RD, LA JOLLA, CA 92037",LA JOLLA,92037,858-453-5810,Permit Renewed,32.8517455,-117.248475,2007-09-27,2.13
211899343198,UNIVERSITY CITY HIGH SCHOOL,School Processing Food Facility,"6949 GENESEE AVE, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-627-7304,Permit Renewed,32.8612234,-117.2049516,2002-05-05,2.13
211946321166,COMPASS GROUP - META,Pre-Packaged Retail Market,"9605 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,619-527-1900,Issued,32.8957269,-117.2020765,2022-11-04,2.14
211957112498,PANJABI TANDOOR,Restaurant Food Facility,"5424 MOREHOUSE DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-202-0008,Permit Renewed,32.894348,-117.2010872,2014-06-12,2.15
211991804318,CANTEEN COMPASS GROUP-ILLUMINA,Pre-Packaged Retail Market,"5200 ILLUMINA WAY, SAN DIEGO, CA 92122",SAN DIEGO,92122,619-527-1900,Permit Renewed,32.8714563,-117.1981532,2015-08-19,2.16
211936891680,CANTEEN COMPASS GROUP-ILLUMINA,Pre-Packaged Retail Market,"5200 ILLUMINA WAY, SAN DIEGO, CA 92122-4616",SAN DIEGO,92122-4616,760-844-5001,Permit Renewed,32.8714563,-117.1981532,2016-12-22,2.16
211909199144,ILLUMINA PROJECT PHOENIX,Restaurant Food Facility,"5200 ILLUMINA WAY, BLDG# 2, SAN DIEGO, CA 92122-4616",SAN DIEGO,92122-4616,858-736-8017,Permit Renewed,32.8714563,-117.1981532,2019-07-26,2.16
211994869467,SHOREHOUSE KITCHEN,Restaurant Food Facility,"2236 - 2240 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3219",LA JOLLA,92037-3219,858-459-3300,Permit Renewed,32.8540235,-117.254596,2013-10-01,2.16
211959927383,BRICK & BELL,Restaurant Food Facility,"2216 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3226",LA JOLLA,92037-3226,858-344-6667,Expired,32.8540726,-117.255252,2014-02-13,2.18
211969739268,OUTCAST GRILL,Restaurant Food Facility,"6104 REGENTS RD, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-583-2291,Permit Renewed,32.8519219,-117.2170281,2014-04-30,2.18
211987327112,THE CORNER MERCANTILE AND EATERY,Restaurant Food Facility,"8080 LA JOLLA SHORES DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-246-6294,Permit Renewed,32.8535591,-117.2542168,2019-06-26,2.18
211934673399,GALAXY TACO,Restaurant Food Facility,"2259 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3220",LA JOLLA,92037-3220,858-228-5655,Permit Renewed,32.8535725,-117.254485,2014-12-08,2.19
211925855324,MRKT SPACE,Restaurant Food Facility,"2202 AVENIDA DE LA PLAYA, LA JOLLA, CA 920373226",LA JOLLA,920373226,760-579-2190,Permit Renewed,32.8540552,-117.2554578,2021-08-09,2.19
211899339768,OSTERIA ROMANTICA,Restaurant Food Facility,"2151 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,858-551-1221,Permit Renewed,32.8543874,-117.2562884,2004-06-14,2.20
211899233469,PIATTI RISTORANTE,Restaurant Food Facility,"2176 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,417-755-2010,Permit Renewed,32.8540936,-117.2561389,2002-05-05,2.21
211973782953,SHORE RIDER,Restaurant Food Facility,"2168 AVE DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,619-723-0500,Permit Renewed,32.8541267,-117.2562915,2015-12-23,2.21
211975811815,DOUGH MOMMA,Restaurant Food Facility,"2152 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3214",LA JOLLA,92037-3214,619-723-0500,Permit Renewed,32.8541886,-117.2565603,2020-05-19,2.22
211898556268,HOUSE OF PIZZA,Restaurant Food Facility,"8107 CAMINO DEL SOL, LA JOLLA, CA 92037",LA JOLLA,92037,858-551-0125,Permit Renewed,32.8542496,-117.2568491,2002-05-05,2.22
211994233542,NEIGHBOR SAVOR MARKET,Retail Market with Deli,"2144 AVE DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,619-548-3546,Permit Renewed,32.8542258,-117.2567126,2016-11-30,2.22
211900938239,PRIMOS MEXICAN FOOD,Restaurant Food Facility,"3202 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,619-497-0700,Permit Renewed,32.8517233,-117.2161862,2016-12-08,2.22
211899192230,STARBUCKS COFFEE #9626,Low Risk Food Facility,"3202 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-560-0337,Permit Renewed,32.8517233,-117.2161862,2005-01-13,2.22
211973776043,BARBARELLA RESTAURANT,Restaurant Food Facility,"2171 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,858-242-2589,Permit Renewed,32.8536509,-117.2560791,2019-04-09,2.23
211924382815,EL CHARRO MEXICAN FOOD,Restaurant Food Facility,"2175 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,858-459-7900,Permit Renewed,32.8536509,-117.2560791,2013-03-29,2.23
211898339864,LA JOLLA SHORES HOTEL,Restaurant Food Facility,"8110 CAMINO DEL ORO, LA JOLLA, CA 92037",LA JOLLA,92037,858-551-4671,Permit Renewed,32.8549606,-117.2581309,2002-05-05,2.23
211957101180,SCOOPS ICE CREAM,Restaurant Food Facility,"2179 - 2183 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3215",LA JOLLA,92037-3215,858-246-6321,Permit Renewed,32.8536329,-117.2558778,2017-10-13,2.23
211899309378,CHEESE SHOP,Retail Market with Deli,"2165 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,858-459-3921,Permit Renewed,32.8536773,-117.2562481,2002-05-05,2.24
211898412569,SUSHI MORI,Restaurant Food Facility,"2161 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037",LA JOLLA,92037,858-565-4502,Permit Renewed,32.8536773,-117.2562481,2009-01-02,2.24
211943845177,AAHARN AT UNIVERSITY CITY,Restaurant Food Facility,"3324 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-242-6389,Permit Renewed,32.851813,-117.2149429,2018-05-07,2.25
211931863932,JEFFS BEACH BURGERS,Restaurant Food Facility,"2134 AVENIDA DE LA PLAYA, LA JOLLA, CA 92037-3214",LA JOLLA,92037-3214,888-535-2227,Permit Renewed,32.8538026,-117.2568249,2021-04-30,2.25
211898829950,KARL STRAUSS BREWING COMPANY,Restaurant Food Facility,"9675 SCRANTON RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-491-0218,Permit Renewed,32.8969903,-117.2009306,2002-05-05,2.25
211982571426,OUMI SUSHI AT SPROUTS #232,Restaurant Food Facility,"3358 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,704-926-2200,Permit Renewed,32.851813,-117.2149429,2016-12-23,2.25
211899337550,ROUND TABLE PIZZA,Restaurant Food Facility,"3250 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-457-2334,Permit Renewed,32.851813,-117.2149429,2002-05-05,2.25
211898337656,SPROUTS FARMERS MARKET,Retail Market with Deli,"3358 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,480-814-8016 x346,Permit Renewed,32.851813,-117.2149429,2011-11-10,2.25
211957976489,CAFE DE ANZA,Restaurant Food Facility,"5555 OBERLIN DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,414-791-3438,Permit Renewed,32.8911146,-117.197241,2020-12-02,2.26
211976587262,CANTEEN - FED EX OLSON,Pre-Packaged Retail Market,"9999 OLSON DR, SAN DIEGO, CA 92121-2837",SAN DIEGO,92121-2837,619-527-1900,Permit Renewed,32.8868316,-117.1957207,2020-07-31,2.27
211990537315,COMPASS GROUP FEDEX EXPRESS OLSON,Pre-Packaged Retail Market,"9999 OLSON DR, SAN DIEGO, CA 92121-2837",SAN DIEGO,92121-2837,619-527-1900,Issued,32.8868316,-117.1957207,2022-10-19,2.27
211949774761,THE CRAFT TACO AT SOVA,Restaurant Food Facility,"11585 SORRENTO VALLEY RD, SAN DIEGO, CA 92121",SAN DIEGO,92121,619-860-0026,Issued,32.912818,-117.2316614,2022-05-23,2.27
211984137198,EURO FOOD DEPOT,Pre-Packaged Retail Market,"6640 - 6650 LUSK BLVD, SAN DIEGO, CA 92121-2784",SAN DIEGO,92121-2784,858-263-5595,Permit Renewed,32.9007039,-117.203232,2016-05-25,2.28
211901887057,HOTEL LA JOLLA,Restaurant Food Facility,"7955 LA JOLLA SHORES DR, LA JOLLA, CA 92037-3301",LA JOLLA,92037-3301,972-952-3600,Permit Renewed,32.8512189,-117.2532421,2022-01-21,2.29
211966860876,THE COFFEE CART CAFE AT SOVA,Restricted Food Service Facility,"11575 SORRENTO VALLEY RD, SAN DIEGO, CA 92121-1319",SAN DIEGO,92121-1319,619-681-2930,Permit Renewed,32.9131923,-117.231074,2022-06-28,2.29
211913823578,JAVA SHACK,Single Operating Site,"11696 SORRENTO VALLEY RD, SAN DIEGO, CA 92121-1043",SAN DIEGO,92121-1043,858-449-6744,Permit Renewed,32.913329,-117.2339235,2021-04-02,2.30
211991830980,CRISCITO PIZZA,Restaurant Food Facility,"10615 CALLE MAR DE MARIPOSA, SAN DIEGO, CA 92130-8605",SAN DIEGO,92130-8605,760-331-3775,Issued,32.9129919,-117.2265253,2023-06-09,2.31
211979256822,SUBMARINA CALIFORNIA SUB,Restaurant Food Facility,"3264 GOVERNOR DR, SAN DIEGO, CA 92122-2902",SAN DIEGO,92122-2902,760-717-2397,Permit Renewed,32.8511474,-117.2142697,2020-11-06,2.31
211898831840,LA JOLLA SHORES SHELL,Retail Market with Deli,"2204 TORREY PINES RD, LA JOLLA, CA 92037",LA JOLLA,92037,858-456-4434,Permit Renewed,32.8508913,-117.2538091,2002-05-05,2.32
211899192215,STARBUCKS COFFEE,Low Risk Food Facility,"2206 TORREY PINES RD, LA JOLLA, CA 92037",LA JOLLA,92037,858-454-4423,Permit Renewed,32.8508913,-117.2538091,2003-02-12,2.32
211898533939,SUBWAY 34890,Restaurant Food Facility,"2206 TORREY PINES RD, SUITE# C, LA JOLLA, CA 92037-3472",LA JOLLA,92037-3472,858-459-2300,Permit Renewed,32.8508913,-117.2538091,2012-04-19,2.32
211898216875,LA JOLLA BEACH & TENNIS,Restaurant Food Facility,"2000 SPINDRIFT DR, LA JOLLA, CA 92037",LA JOLLA,92037,619-454-7126,Permit Renewed,32.8532234,-117.2586224,2002-05-05,2.34
211898914975,THE MARINE ROOM,Restaurant Food Facility,"2000 SPINDRIFT DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-454-7126,Permit Renewed,32.8532234,-117.2586224,2002-05-05,2.34
211911850738,LICK IT LOLLIPOPS,Class B Cottage Food Operation,"2449 ARDATH RD, LA JOLLA, CA 92037-3501",LA JOLLA,92037-3501,619-742-4432,Permit Renewed,32.8486907,-117.2505052,2020-08-13,2.37
211932904725,NOSTALGIA COFFEE ROASTERS,Restaurant Food Facility,"10945 VISTA SORRENTO PKWY 100, SAN DIEGO, CA 92130-2649",SAN DIEGO,92130-2649,858-900-1693,Permit Renewed,32.9143937,-117.2280913,2021-06-08,2.39
211948085063,NOSTALGIA COFFEE ROASTERS,Limited Food Prep Cart,"10935 - 10945 VISTA SORRENTO PKWY, SAN DIEGO, CA 92130-2649",SAN DIEGO,92130-2649,858-900-1693,Permit Renewed,32.9143937,-117.2280913,2017-12-20,2.39
211937579775,CAFE Q ADD,Restaurant Food Facility,"6455 LUSK BLVD, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-651-4509,Permit Renewed,32.9029335,-117.2027607,2013-07-15,2.40
211908504764,UP2 #0261,Pre-Packaged Retail Market,"3860 GOVERNOR DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,310-323-3992,Permit Renewed,32.8549457,-117.2051424,2021-03-17,2.41
211911946730,FUJISAN SUSHI,Restaurant Food Facility,"6455 LUSK BLVD, SAN DIEGO, CA 92121",SAN DIEGO,92121,562-404-2590,Permit Renewed,32.902846,-117.2019822,2019-07-15,2.43
