custom_id,business_id,inspection_id,description,type,score,grade,completed_date,status,link,status_link
DEH2016-FFPP-006576,211997842005,6898395,,Routine,100,A,2022-07-18,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2016-FFPP-006576,211997842005,6661246,,Routine,100,A,2022-01-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2016-FFPP-006576,211997842005,6448752,,Routine,100,A,2021-01-28,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2016-FFPP-006576,211997842005,6303511,,Routine,100,A,2020-02-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,7206501,,Site Investigation,0,,2023-04-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,7063444,,Routine,100,A,2023-04-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,6867567,,Routine,100,A,2022-09-07,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,6667048,,Routine,100,A,2021-11-30,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,6386991,,Routine,100,A,2021-01-22,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-309761,211898912326,6563068,,Status Verification,0,,2020-08-20,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,7019706,,Re-inspection,0,,2023-03-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,7019705,,Routine,100,A,2023-03-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6785187,,Re-inspection,0,,2022-07-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6785186,,Routine,98,A,2022-07-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6590563,,Routine,98,A,2021-08-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6413390,,Routine,100,A,2020-09-25,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6413391,,Re-inspection,0,,2020-01-22,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-007967,211952309722,6254703,,Routine,95,A,2020-01-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013323,211957618932,6947789,,Routine,97,A,2023-02-07,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013323,211957618932,7016820,,Site Investigation,0,,2022-07-19,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013323,211957618932,6947790,,Re-inspection,0,,2022-07-19,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013323,211957618932,6909333,,Routine,96,A,2022-04-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013323,211957618932,6908649,,Routine,100,A,2022-02-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,7016845,,Re-inspection,0,,2023-04-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,7016844,,Routine,94,A,2023-04-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,7187840,,Site Investigation,0,,2023-03-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,6809821,,Routine,93,A,2022-07-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,6590561,,Routine,99,A,2021-09-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2020-FFPP-012527,211927661245,6502172,,Routine,98,A,2020-09-22,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014258,211939047233,6969839,,Routine,100,A,2023-02-16,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014258,211939047233,6844950,,Routine,93,A,2022-05-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014258,211939047233,6844949,,Routine,100,A,2021-10-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,7074859,,Re-inspection,0,,2023-04-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,7074858,,Routine,94,A,2023-04-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,6841951,,Routine,93,A,2022-09-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,6667029,,Re-inspection,0,,2021-10-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,6667028,,Routine,96,A,2021-10-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,6303517,,Routine,94,A,2021-01-20,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-442458,211899520478,6564111,,Status Verification,0,,2020-08-20,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2023-FFPP-016687,211942369455,7256390,,Routine,100,A,2023-10-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPN-402889,211898831193,6887490,,Routine,100,,2022-12-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPN-402889,211898831193,6623323,,Routine,100,,2021-12-30,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPN-402889,211898831193,6344014,,Routine,100,,2020-11-09,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6892629,,Routine,98,A,2022-10-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6964441,,Environmental,0,,2022-04-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/environmental.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6892631,,Environmental,0,,2022-01-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/environmental.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6740898,,Routine,97,A,2022-01-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6786077,,Environmental,0,,2021-08-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/environmental.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6345273,,Routine,98,A,2021-05-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2015-FFPP-006150,211925596950,6497238,,Status Verification,0,,2020-05-01,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,7016842,,Routine,100,A,2023-02-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,6856157,,Routine,100,A,2022-07-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,6667420,,Routine,100,A,2021-11-09,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,6346671,,Routine,100,A,2021-02-01,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,6548010,,Status Verification,0,,2020-07-30,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2011-FFPP-445488,211898607616,6487257,,Status Verification,0,,2020-05-01,Self Closed,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/self_closed.html
DEH2003-FFPP-405264,211898356607,7187844,,Site Investigation,0,,2023-03-10,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPP-405264,211898356607,7017422,,Routine,100,A,2023-02-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPP-405264,211898356607,6867566,,Routine,99,A,2022-07-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPP-405264,211898356607,6666761,,Routine,100,A,2021-11-30,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPP-405264,211898356607,6387534,,Routine,100,A,2021-01-29,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2003-FFPP-405264,211898356607,6565018,,Status Verification,0,,2020-08-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014084,211946008186,6915249,,Re-inspection,0,,2023-02-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014084,211946008186,6915248,,Routine,98,A,2023-02-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014084,211946008186,6806974,,Routine,96,A,2022-02-15,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,7079766,,Site Investigation,0,,2022-10-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,6877735,,Routine,98,A,2022-10-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,6728247,,Routine,97,A,2021-12-15,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,6725704,,Site Investigation,0,,2021-05-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/site_investigation.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,6399791,,Routine,95,A,2021-05-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-001636,211985006435,6565066,,Status Verification,0,,2020-08-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,7021838,,Routine,98,A,2023-04-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,7021839,,Re-inspection,0,,2022-10-11,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,6847236,,Routine,97,A,2022-07-19,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,6667367,,Routine,100,A,2021-10-28,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,6407237,,Routine,100,A,2021-01-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,6566914,,Status Verification,0,,2020-08-25,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2014-FFPP-003768,211904148307,6407238,,Re-inspection,0,,2020-01-14,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-302079,211898455480,6969251,,Routine,100,A,2022-12-29,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-302079,211898455480,6730136,,Routine,100,A,2022-05-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-302079,211898455480,6253906,,Routine,100,A,2021-04-28,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-302079,211898455480,6544950,,Status Verification,0,,2020-07-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-302079,211898455480,6253907,,Re-inspection,0,,2020-07-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/reinspection.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013968,211914506396,7021836,,Routine,99,A,2023-04-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013968,211914506396,6825548,,Routine,97,A,2022-07-19,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013968,211914506396,6781363,,Routine,97,A,2021-09-28,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013733,211936025546,7017397,,Routine,98,A,2023-04-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013733,211936025546,6950499,,Routine,99,A,2022-07-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-013733,211936025546,6950498,,Routine,100,A,2022-04-08,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014105,211927782081,7056560,,Routine,100,A,2022-10-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2021-FFPP-014105,211927782081,7056559,,Routine,100,A,2022-09-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015843,211919257226,7210526,,Status Verification,0,,2023-02-23,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015843,211919257226,7102536,,Routine,100,A,2022-12-13,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015074,211952468248,7286555,,Routine,100,A,2023-09-15,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015074,211952468248,7282600,,Routine,100,A,2023-07-19,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-008212,211961283924,7085897,,Routine,100,A,2023-04-27,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-008212,211961283924,6947788,,Routine,100,A,2022-10-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-008212,211961283924,6808478,,Routine,100,A,2022-04-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-008212,211961283924,6399802,,Routine,100,A,2021-09-02,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2017-FFPP-008212,211961283924,6567851,,Status Verification,0,,2020-08-26,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015180,211986989817,7237525,,Routine,99,A,2023-05-31,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015180,211986989817,7236667,,Routine,100,A,2023-05-16,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-014533,211976135653,7218350,,Routine,100,A,2023-10-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-014533,211976135653,7218349,,Routine,100,A,2023-04-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,7064709,,Routine,100,A,2023-03-21,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,6946477,,Routine,97,A,2022-09-14,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,6836404,,Routine,100,A,2022-04-04,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,6724853,,Routine,98,A,2021-10-14,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,6363207,,Routine,100,A,2021-04-26,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2002-FFPP-321254,211899339253,6602121,,Status Verification,0,,2020-10-12,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015290,211988127185,7166669,,Routine,100,A,2023-04-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2022-FFPP-015290,211988127185,7166668,,Routine,100,A,2023-02-08,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2019-FFPP-012025,211925186977,6947767,,Routine,100,A,2023-02-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2019-FFPP-012025,211925186977,6888831,,Routine,100,A,2022-04-05,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2019-FFPP-012025,211925186977,6884920,,Routine,0,,2021-12-30,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-002512,211904584231,6909851,,Routine,98,A,2023-02-06,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-002512,211904584231,6909852,,Environmental,0,,2022-02-07,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/environmental.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-002512,211904584231,6740902,,Routine,94,A,2022-02-07,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-002512,211904584231,6357687,,Routine,98,A,2021-05-24,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/routine.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
DEH2013-FFPP-002512,211904584231,6517055,,Status Verification,0,,2020-06-03,Complete,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_type/status_verification.html,http://www.sandiegocounty.gov/deh/fhd/ffis/insp_result/complete.html
